manifest_id,split,source_class,target_class,filename,source_path,destination_path,file_size_bytes
88,test,tomato___bacterial_leaf_spot,tomato___bacterial_spot,a2ae9039d4f82548.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_leaf_spot\a2ae9039d4f82548.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_spot\a2ae9039d4f82548.jpg,26765
89,test,tomato___bacterial_leaf_spot,tomato___bacterial_spot,a7776a68b9f599dc.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_leaf_spot\a7776a68b9f599dc.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_spot\a7776a68b9f599dc.jpg,32517
90,test,tomato___bacterial_leaf_spot,tomato___bacterial_spot,b0c401cc3b3beaf8.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_leaf_spot\b0c401cc3b3beaf8.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_spot\b0c401cc3b3beaf8.jpg,19755
91,test,tomato___bacterial_leaf_spot,tomato___bacterial_spot,b1abda3208c91151.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_leaf_spot\b1abda3208c91151.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_spot\b1abda3208c91151.jpg,20795
92,test,tomato___bacterial_leaf_spot,tomato___bacterial_spot,b30babdb6b6fc9f8.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_leaf_spot\b30babdb6b6fc9f8.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_spot\b30babdb6b6fc9f8.jpg,29510
93,test,tomato___bacterial_leaf_spot,tomato___bacterial_spot,c377861f77a036dd.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_leaf_spot\c377861f77a036dd.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_spot\c377861f77a036dd.jpg,31318
94,test,tomato___bacterial_leaf_spot,tomato___bacterial_spot,c4836dfd8a20fb81.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_leaf_spot\c4836dfd8a20fb81.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_spot\c4836dfd8a20fb81.jpg,42276
95,test,tomato___bacterial_leaf_spot,tomato___bacterial_spot,ec4ae71ab25e7054.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_leaf_spot\ec4ae71ab25e7054.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___bacterial_spot\ec4ae71ab25e7054.jpg,25587
96,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,07828e340a30a5b3.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\07828e340a30a5b3.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\07828e340a30a5b3.jpg,24300
97,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,12fb606f07f693c2.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\12fb606f07f693c2.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\12fb606f07f693c2.jpg,33816
98,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,1818340261da5c30.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\1818340261da5c30.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\1818340261da5c30.jpg,21455
99,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,201673e93587c349.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\201673e93587c349.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\201673e93587c349.jpg,29013
100,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,27221cabfec983d5.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\27221cabfec983d5.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\27221cabfec983d5.jpg,30448
101,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,2998de2de410ffa5.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\2998de2de410ffa5.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\2998de2de410ffa5.jpg,19910
102,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,2af62db766d2e38d.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\2af62db766d2e38d.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\2af62db766d2e38d.jpg,30834
103,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,32600f86ada50bea.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\32600f86ada50bea.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\32600f86ada50bea.jpg,19506
104,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,326a01675263f897.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\326a01675263f897.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\326a01675263f897.jpg,20864
105,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,3cc8b03694de422e.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\3cc8b03694de422e.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\3cc8b03694de422e.jpg,19912
106,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,4d6d4e84d11f2cc0.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\4d6d4e84d11f2cc0.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\4d6d4e84d11f2cc0.jpg,23426
107,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,54586903e500a73f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\54586903e500a73f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\54586903e500a73f.jpg,31966
108,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,55178bb117a0e617.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\55178bb117a0e617.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\55178bb117a0e617.jpg,32343
109,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,58d1edaf12075103.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\58d1edaf12075103.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\58d1edaf12075103.jpg,27717
110,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,6796f3a886eae065.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\6796f3a886eae065.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\6796f3a886eae065.jpg,16281
111,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,72b44ec4e89d4256.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\72b44ec4e89d4256.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\72b44ec4e89d4256.jpg,26822
112,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,768a12b11dec0fe4.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\768a12b11dec0fe4.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\768a12b11dec0fe4.jpg,32894
113,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,867c69c34a7c0467.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\867c69c34a7c0467.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\867c69c34a7c0467.jpg,32837
114,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,90e5b84738893959.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\90e5b84738893959.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\90e5b84738893959.jpg,34807
115,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,926a2d8d20f49daf.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\926a2d8d20f49daf.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\926a2d8d20f49daf.jpg,23761
116,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,975f03a5c6389f26.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\975f03a5c6389f26.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\975f03a5c6389f26.jpg,30962
117,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,acd4616015371105.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\acd4616015371105.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\acd4616015371105.jpg,36570
118,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,b18bd942d302927b.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\b18bd942d302927b.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\b18bd942d302927b.jpg,27475
119,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,b2918b836223ffbf.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\b2918b836223ffbf.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\b2918b836223ffbf.jpg,38912
120,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,bcb19d247608168c.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\bcb19d247608168c.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\bcb19d247608168c.jpg,31278
121,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,c18ad5d147d91f9f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\c18ad5d147d91f9f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\c18ad5d147d91f9f.jpg,25944
122,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,c3cb97a1b9dac360.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\c3cb97a1b9dac360.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\c3cb97a1b9dac360.jpg,30915
123,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,c65b627d7ff6857a.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\c65b627d7ff6857a.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\c65b627d7ff6857a.jpg,23532
124,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,ca40b812fa0d7f3f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\ca40b812fa0d7f3f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\ca40b812fa0d7f3f.jpg,31878
125,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,cca54bdc78d2bb80.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\cca54bdc78d2bb80.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\cca54bdc78d2bb80.jpg,30610
126,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,ce864e5036f71d56.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\ce864e5036f71d56.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\ce864e5036f71d56.jpg,20278
127,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,d1eb681b3c33820c.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\d1eb681b3c33820c.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\d1eb681b3c33820c.jpg,29806
128,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,d40bf0bd38c409c1.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\d40bf0bd38c409c1.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\d40bf0bd38c409c1.jpg,27816
129,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,da1bc916e445dac7.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\da1bc916e445dac7.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\da1bc916e445dac7.jpg,22574
130,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,e62abc4124af5775.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\e62abc4124af5775.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\e62abc4124af5775.jpg,26084
131,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,ecb3103d25bc3058.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\ecb3103d25bc3058.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\ecb3103d25bc3058.jpg,25158
132,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,f15357f6f11bfca1.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\f15357f6f11bfca1.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\f15357f6f11bfca1.jpg,23020
133,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,f4f0de985ad380b9.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\f4f0de985ad380b9.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\f4f0de985ad380b9.jpg,38870
134,train,tomato___mosaic_virus,tomato___tomato_mosaic_virus,f9e27ded924d8623.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___mosaic_virus\f9e27ded924d8623.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_mosaic_virus\f9e27ded924d8623.jpg,26121
135,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,13c4c556e1a2e7c1.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\13c4c556e1a2e7c1.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\13c4c556e1a2e7c1.jpg,28883
136,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,31c4a2f95d217a51.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\31c4a2f95d217a51.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\31c4a2f95d217a51.jpg,22410
137,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,3335f48684e67a24.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\3335f48684e67a24.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\3335f48684e67a24.jpg,30751
138,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,387fe33166ae5ce0.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\387fe33166ae5ce0.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\387fe33166ae5ce0.jpg,24031
139,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,66320183bb58e3b2.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\66320183bb58e3b2.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\66320183bb58e3b2.jpg,31970
140,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,8177a41c3f013d46.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\8177a41c3f013d46.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\8177a41c3f013d46.jpg,31491
141,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,b3fffd3fbebf684f.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\b3fffd3fbebf684f.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\b3fffd3fbebf684f.jpg,13678
142,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,c1b35c57b178618b.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\c1b35c57b178618b.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\c1b35c57b178618b.jpg,29922
143,val,tomato___mosaic_virus,tomato___tomato_mosaic_virus,c7e7fb152c8651b7.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___mosaic_virus\c7e7fb152c8651b7.jpg,C:\cts\Efficientnet\Leafcare-model\data\val\tomato___tomato_mosaic_virus\c7e7fb152c8651b7.jpg,25559
144,test,tomato___mosaic_virus,tomato___tomato_mosaic_virus,19a6e1a81032cd85.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___mosaic_virus\19a6e1a81032cd85.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___tomato_mosaic_virus\19a6e1a81032cd85.jpg,31149
145,test,tomato___mosaic_virus,tomato___tomato_mosaic_virus,19b9cb3a4941ca04.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___mosaic_virus\19b9cb3a4941ca04.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___tomato_mosaic_virus\19b9cb3a4941ca04.jpg,38245
146,test,tomato___mosaic_virus,tomato___tomato_mosaic_virus,2b719bcae62e1f5c.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___mosaic_virus\2b719bcae62e1f5c.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___tomato_mosaic_virus\2b719bcae62e1f5c.jpg,29163
147,test,tomato___mosaic_virus,tomato___tomato_mosaic_virus,33de2eeb803a140d.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___mosaic_virus\33de2eeb803a140d.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___tomato_mosaic_virus\33de2eeb803a140d.jpg,35952
148,test,tomato___mosaic_virus,tomato___tomato_mosaic_virus,a78a6fa68f9c382e.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___mosaic_virus\a78a6fa68f9c382e.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___tomato_mosaic_virus\a78a6fa68f9c382e.jpg,26179
149,test,tomato___mosaic_virus,tomato___tomato_mosaic_virus,acd8c49488f5a060.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___mosaic_virus\acd8c49488f5a060.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___tomato_mosaic_virus\acd8c49488f5a060.jpg,22909
150,test,tomato___mosaic_virus,tomato___tomato_mosaic_virus,e66b232901bd0e88.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___mosaic_virus\e66b232901bd0e88.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___tomato_mosaic_virus\e66b232901bd0e88.jpg,33240
151,test,tomato___mosaic_virus,tomato___tomato_mosaic_virus,ee8c723bcb0b97ff.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___mosaic_virus\ee8c723bcb0b97ff.jpg,C:\cts\Efficientnet\Leafcare-model\data\test\tomato___tomato_mosaic_virus\ee8c723bcb0b97ff.jpg,26571
152,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,00c6e288f2f6e411.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\00c6e288f2f6e411.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\00c6e288f2f6e411.jpg,28315
153,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,0c4d266048051154.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\0c4d266048051154.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\0c4d266048051154.jpg,26597
154,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,13f30b4f5bb78aa4.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\13f30b4f5bb78aa4.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\13f30b4f5bb78aa4.jpg,28464
155,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,16b9556aefdf9f1f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\16b9556aefdf9f1f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\16b9556aefdf9f1f.jpg,30823
156,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,1dcea818d1d2431e.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\1dcea818d1d2431e.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\1dcea818d1d2431e.jpg,33529
157,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,229436c6d5fe44d3.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\229436c6d5fe44d3.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\229436c6d5fe44d3.jpg,24302
158,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,2903956adc98277f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\2903956adc98277f.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\2903956adc98277f.jpg,30803
159,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,297cfc34958de44d.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\297cfc34958de44d.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\297cfc34958de44d.jpg,24652
160,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,2a60d1da030b3183.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\2a60d1da030b3183.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\2a60d1da030b3183.jpg,28404
161,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,3eb04004cd98f709.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\3eb04004cd98f709.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\3eb04004cd98f709.jpg,31018
162,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,42327876d3d72e24.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\42327876d3d72e24.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\42327876d3d72e24.jpg,34287
163,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,429a4c1f22525f83.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\429a4c1f22525f83.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\429a4c1f22525f83.jpg,31946
164,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,45743782b24a0f1c.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\45743782b24a0f1c.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\45743782b24a0f1c.jpg,27674
165,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,4582282a4bd759c3.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\4582282a4bd759c3.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\4582282a4bd759c3.jpg,37176
166,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,47b1f1aa0d3c5591.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\47b1f1aa0d3c5591.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\47b1f1aa0d3c5591.jpg,33221
167,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,47bdc0845af173ae.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\47bdc0845af173ae.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\47bdc0845af173ae.jpg,28386
168,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,48dacbad1a83bb6d.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\48dacbad1a83bb6d.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\48dacbad1a83bb6d.jpg,27414
169,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,54b027b8a3612790.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\54b027b8a3612790.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\54b027b8a3612790.jpg,34093
170,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,560b061dadb566e7.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\560b061dadb566e7.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\560b061dadb566e7.jpg,31266
171,train,tomato___yellow_leaf_curl_virus,tomato___tomato_yellowleaf_curl_virus,57646c81b77fc8ec.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___yellow_leaf_curl_virus\57646c81b77fc8ec.jpg,C:\cts\Efficientnet\Leafcare-model\data\train\tomato___tomato_yellowleaf_curl_virus\57646c81b77fc8ec.jpg,27417
